____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Sat Oct  8 09:44:21 2022

Kernel Version;Linux version 5.4.0-104-generic
System Name;pc-i440fx-4.1
CPU Information;4 Intel Xeon Processor (Skylake)
OS Information;Ubuntu 20.04.4 LTS

Target: 1 units/s;System:  246.8 wakeup/s;CPU:  105.9% usage;GPU: 0 ops/s;GFX: 0 wakeups/s;VFS: 0 ops/s;

____________________________________________________________________
 *  *  *   Top 10 Power Consumers   *  *  *

Usage;Events/s;Category;Description;PW Estimate
 97.7%; 0.07;Process;[PID 16724] /usr/bin/python3 /data/code/app1.py ;  1.52 W  
  0.1%; 35.9;Timer;tick_sched_timer;  144 mW  
  0.0%; 19.7;Process;[PID 11] [rcu_sched]; 77.8 mW  
  0.0%; 18.9;Process;[PID 8813] /usr/bin/containerd ; 74.8 mW  
  0.0%; 18.2;Interrupt;[7] sched(softirq); 72.4 mW  
  0.0%; 17.4;Process;[PID 868] /usr/lib/snapd/snapd ; 69.0 mW  
  0.0%; 12.1;Timer;hrtimer_wakeup; 48.4 mW  
  0.0%; 11.1;Process;[PID 8814] /usr/bin/containerd ; 44.4 mW  
  0.0%; 10.3;Process;[PID 804] /lib/systemd/systemd-logind ; 41.2 mW  
  0.1%;  9.1;Process;[PID 1] /sbin/init ; 37.2 mW  

____________________________________________________________________
 *  *  *   Processor Idle State Report   *  *  *

Package;0
;
;
;

CPU;0
CPU;1
CPU;2
CPU;3
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

CPU 0
Idle; 100.0% 
CPU 1
Idle; 100.0% 
CPU 2
Idle; 100.0% 
CPU 3
Idle; 100.0% 
;
;
;
;
;
;
;
;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
405.7 us/s;  1.3;;;;Process;[PID 20975] sshd; 5.63 mW  
395.0 us/s;  1.2;;;;Process;[PID 20885] sshd; 5.35 mW  
391.0 us/s;  1.2;;;;Process;[PID 20795] sshd; 5.35 mW  
 62.0 us/s;  1.2;;;;Process;[PID 862] /usr/sbin/rsyslogd -n -iNONE ; 4.83 mW  
139.4 us/s;  1.1;;;;Process;[PID 18006] ifstat -n -t -w -i eth0 ; 4.69 mW  
 53.4 us/s;  1.1;;;;Interrupt;[4] block(softirq); 4.56 mW  
 43.4 us/s;  1.0;;;;Process;[PID 531] /sbin/multipathd -d -s ; 4.02 mW  
115.0 us/s;  0.9;;;;Process;[PID 881] /usr/lib/policykit-1/polkitd --no-debug ; 3.86 mW  
  2.0 ms/s; 0.13;;;;Process;[PID 20837] 91-release-upgr; 3.60 mW  
  1.9 ms/s; 0.13;;;;Process;[PID 20930] 91-release-upgr; 3.52 mW  
 60.3 us/s;  0.9;;;;Process;[PID 797] /usr/lib/accountsservice/accounts-daemon ; 3.52 mW  
505.7 us/s;  0.7;;;;Process;[PID 20807] systemd-udevd; 3.42 mW  
 97.0 us/s;  0.8;;;;Process;[PID 865] /usr/lib/accountsservice/accounts-daemon ; 3.31 mW  
493.6 us/s;  0.6;;;;Process;[PID 20895] systemd-udevd; 3.14 mW  
166.6 us/s;  0.6;;;;Process;[PID 20876] sshd; 2.63 mW  
 73.6 us/s;  0.6;;;;Process;[PID 864] /usr/sbin/rsyslogd -n -iNONE ; 2.48 mW  
 17.1 us/s;  0.6;;;;Process;[PID 1090] /usr/lib/snapd/snapd ; 2.40 mW  
  9.2 us/s;  0.6;;;;Process;[PID 1087] /usr/lib/snapd/snapd ; 2.38 mW  
  7.9 us/s;  0.6;;;;kWork;blk_mq_requeue_work; 2.38 mW  
  6.2 us/s;  0.6;;;;Process;[PID 10] [ksoftirqd/0]; 2.38 mW  
170.9 us/s;  0.5;;;;Process;[PID 20969] sshd; 2.37 mW  
291.0 us/s;  0.4;;;;Process;[PID 20980] /lib/systemd/systemd-udevd ; 2.03 mW  
 93.9 us/s;  0.5;;;;Process;[PID 866] /usr/lib/udisks2/udisksd ; 1.99 mW  
 92.7 us/s;  0.5;;;;Process;[PID 878] /usr/lib/policykit-1/polkitd --no-debug ; 1.99 mW  
 10.1 us/s;  0.5;;;;Process;[PID 18] [ksoftirqd/1]; 1.86 mW  
  7.9 us/s;  0.5;;;;kWork;blk_mq_run_work_fn; 1.85 mW  
421.5 us/s; 0.27;;;;Process;[PID 20793] systemd-udevd; 1.71 mW  
 24.1 us/s;  0.4;;;;kWork;wb_workfn; 1.62 mW  
521.0 us/s; 0.20;;;;Process;[PID 20889] systemd-udevd; 1.60 mW  
  8.2 us/s;  0.4;;;;Timer;timerfd_tmrproc; 1.59 mW  
 84.1 us/s;  0.3;;;;kWork;kmemcg_workfn; 1.45 mW  
  2.7 us/s;  0.3;;;;Timer;sched_rt_period_timer; 1.32 mW  
  2.1 us/s;  0.3;;;;kWork;kernfs_notify_workfn; 1.32 mW  
666.1 us/s; 0.07;;;;Process;[PID 20999] 50-landscape-sy; 1.30 mW  
102.9 us/s; 0.27;;;;Process;[PID 20871] update-motd-fsc; 1.21 mW  
211.1 us/s; 0.20;;;;Process;[PID 20948] apt-config; 1.12 mW  
208.0 us/s; 0.20;;;;Process;[PID 20883] systemd-udevd; 1.11 mW  
 23.9 us/s; 0.27;;;;Process;[PID 303] [jbd2/vda1-8]; 1.09 mW  
 15.9 us/s; 0.27;;;;Process;[PID 1963] [jbd2/sda1-8]; 1.08 mW  
183.3 us/s; 0.20;;;;Process;[PID 20897] systemd-udevd; 1.08 mW  
180.3 us/s; 0.20;;;;Process;[PID 20904] systemd-udevd; 1.07 mW  
178.7 us/s; 0.20;;;;Process;[PID 20898] systemd-udevd; 1.07 mW  
  6.1 us/s; 0.27;;;;kWork;vmstat_shepherd; 1.06 mW  
  5.9 us/s; 0.27;;;;kWork;css_free_rwork_fn; 1.06 mW  
173.2 us/s; 0.20;;;;Process;[PID 20877] sshd; 1.06 mW  
  3.7 us/s; 0.27;;;;Process;[PID 10426] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 1.06 mW  
673.8 us/s;;;;;Process;[PID 789] /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only ; 1.05 mW  
497.7 us/s; 0.07;;;;Process;[PID 20819] 50-landscape-sy; 1.04 mW  
491.0 us/s; 0.07;;;;Process;[PID 20912] 50-landscape-sy; 1.03 mW  
145.8 us/s; 0.20;;;;Process;[PID 20986] /lib/systemd/systemd-udevd ; 1.02 mW  
143.7 us/s; 0.20;;;;Process;[PID 20888] systemd-udevd; 1.01 mW  
112.9 us/s; 0.20;;;;Process;[PID 937] sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups ;  966 uW  
111.2 us/s; 0.20;;;;Process;[PID 20879] systemd-udevd;  963 uW  
110.3 us/s; 0.20;;;;Process;[PID 20850] apt-config;  962 uW  
101.1 us/s; 0.20;;;;Process;[PID 20973] /lib/systemd/systemd-udevd ;  947 uW  
 96.3 us/s; 0.20;;;;Process;[PID 20964] update-motd-fsc;  940 uW  
 79.3 us/s; 0.20;;;;Process;[PID 20950] update-motd-hwe;  913 uW  
 75.1 us/s; 0.20;;;;Process;[PID 20820] landscape-sysin;  907 uW  
 72.7 us/s; 0.20;;;;Process;[PID 20857] update-motd-hwe;  903 uW  
239.3 us/s; 0.13;;;;Process;[PID 870] /usr/lib/snapd/snapd ;  900 uW  
 54.7 us/s; 0.20;;;;Process;[PID 20932] 91-release-upgr;  875 uW  
 54.1 us/s; 0.20;;;;Process;[PID 20839] 91-release-upgr;  874 uW  
 51.5 us/s; 0.20;;;;Process;[PID 20868] update-motd-fsc;  870 uW  
 48.9 us/s; 0.20;;;;Process;[PID 20998] 50-landscape-sy;  866 uW  
 47.8 us/s; 0.20;;;;Process;[PID 20961] update-motd-fsc;  864 uW  
 46.1 us/s; 0.20;;;;Process;[PID 20963] update-motd-fsc;  862 uW  
 44.5 us/s; 0.20;;;;Process;[PID 20870] update-motd-fsc;  859 uW  
205.3 us/s; 0.13;;;;Process;[PID 20822] landscape-sysin;  847 uW  
 35.3 us/s; 0.20;;;;Process;[PID 20840] release-upgrade;  845 uW  
 34.7 us/s; 0.20;;;;Process;[PID 20965] update-motd-fsc;  844 uW  
 30.9 us/s; 0.20;;;;Process;[PID 20847] apt-config;  838 uW  
 30.6 us/s; 0.20;;;;Process;[PID 20942] apt-config;  837 uW  
 30.1 us/s; 0.20;;;;Process;[PID 20940] apt-config;  837 uW  
 30.0 us/s; 0.20;;;;Process;[PID 20849] apt-config;  836 uW  


The system baseline power is estimated at:  2.63  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
106.0%;CPU misc;  2.63 W   
106.0%;CPU core;    0 mW   
106.0%;DRAM;    0 mW   
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
100.0%;PCI Device: Device 1234:1111;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;USB device: UHCI Host Controller;           
  8.4 pkts/s;Network interface: eth0 (virtio_net);           
  0.0%;runtime-QEMU0002:00;           
  0.0%;runtime-pcspkr;           
  0.0%;runtime-i8042;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0 pkts/s;nic:docker0;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
